dist_code,year,state_code,state_name,dist_name,rice_area_1000_ha,rice_production_1000_tons,rice_yield_kg_per_ha,wheat_area_1000_ha,wheat_production_1000_tons,wheat_yield_kg_per_ha,maize_area_1000_ha,maize_production_1000_tons,maize_yield_kg_per_ha,groundnut_area_1000_ha,groundnut_production_1000_tons,groundnut_yield_kg_per_ha,oilseeds_area_1000_ha,oilseeds_production_1000_tons,oilseeds_yield_kg_per_ha,cotton_area_1000_ha,cotton_production_1000_tons,cotton_yield_kg_per_ha
93,2007,11,Tamil Nadu,The Nilgiris,1.11,4.29,3864.86,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.08,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2008,11,Tamil Nadu,The Nilgiris,0.78,3.05,3910.26,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.08,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2009,11,Tamil Nadu,The Nilgiris,0.51,1.78,3490.2,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.01,0.01,1000.0,0.08,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2010,11,Tamil Nadu,The Nilgiris,0.39,1.4,3589.74,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,0.01,1026.3071195020748,0.06,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2011,11,Tamil Nadu,The Nilgiris,0.4,1.65,4125.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2012,11,Tamil Nadu,The Nilgiris,0.29,1.15,3965.52,0.01,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.06,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2013,11,Tamil Nadu,The Nilgiris,0.33,1.42,4303.03,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,0.01,1026.3071195020748,0.0,0.01,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2014,11,Tamil Nadu,The Nilgiris,0.03,0.15,5000.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
93,2015,11,Tamil Nadu,The Nilgiris,0.32,1.42,4437.5,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,0.01,1026.3071195020748,0.0,0.01,748.5672913250567,0.0,14.895121857853772,257.48852610030707
93,2016,11,Tamil Nadu,The Nilgiris,0.24,1.04,4292.18,0.01,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,0.01,1500.0,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
93,2017,11,Tamil Nadu,The Nilgiris,0.24,0.92,3853.56,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.01,0.02,2857.14,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
94,1966,11,Tamil Nadu,Kanyakumari,56.0,95.0,1696.43,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.0,2.0,1000.0,14.46,2.1,145.23,0.0,14.895121857853772,257.48852610030707
94,1967,11,Tamil Nadu,Kanyakumari,57.0,103.0,1807.02,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.0,2.0,1000.0,14.87,2.1,141.22,0.0,14.895121857853772,257.48852610030707
94,1968,11,Tamil Nadu,Kanyakumari,57.4,116.0,2020.91,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.4,2.0,833.33,15.19,2.0,131.67,0.0,14.895121857853772,257.48852610030707
94,1969,11,Tamil Nadu,Kanyakumari,58.0,83.2,1434.48,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.2,2.0,909.09,15.32,2.0,130.55,0.0,14.895121857853772,257.48852610030707
94,1970,11,Tamil Nadu,Kanyakumari,58.5,110.3,1885.47,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.3,2.1,913.04,15.41,2.1,136.28,0.0,14.895121857853772,257.48852610030707
94,1971,11,Tamil Nadu,Kanyakumari,62.1,152.4,2454.11,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.3,2.3,1000.0,15.55,2.3,147.91,0.0,14.895121857853772,257.48852610030707
94,1972,11,Tamil Nadu,Kanyakumari,61.7,137.3,2225.28,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.3,1.9,826.09,15.77,1.9,120.48,0.0,14.895121857853772,257.48852610030707
94,1973,11,Tamil Nadu,Kanyakumari,54.5,113.6,2084.4,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.4,1.3,928.57,17.0,1.3,76.47,0.0,14.895121857853772,257.48852610030707
94,1974,11,Tamil Nadu,Kanyakumari,52.7,106.3,2017.08,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.1,1.6,761.9,18.31,1.6,87.38,0.0,14.895121857853772,257.48852610030707
94,1975,11,Tamil Nadu,Kanyakumari,53.0,116.1,2190.57,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.5,2.6,1040.0,18.6,2.6,139.78,0.0,14.895121857853772,257.48852610030707
94,1976,11,Tamil Nadu,Kanyakumari,44.6,90.0,2017.94,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.8,1.3,722.22,18.35,1.3,70.84,0.0,14.895121857853772,257.48852610030707
94,1977,11,Tamil Nadu,Kanyakumari,49.2,115.2,2341.46,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.8,1.9,1055.56,17.32,1.9,109.7,0.0,14.895121857853772,257.48852610030707
94,1978,11,Tamil Nadu,Kanyakumari,46.3,98.9,2136.07,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.9,1.8,947.37,17.52,1.8,102.74,0.0,14.895121857853772,257.48852610030707
94,1979,11,Tamil Nadu,Kanyakumari,49.9,126.2,2529.06,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.4,1.6,1142.86,17.23,1.6,92.86,0.0,14.895121857853772,257.48852610030707
94,1980,11,Tamil Nadu,Kanyakumari,43.7,95.4,2183.07,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.1,1.5,1363.64,17.1,1.5,87.72,0.0,14.895121857853772,257.48852610030707
94,1981,11,Tamil Nadu,Kanyakumari,48.1,114.1,2372.14,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.4,1.1,785.71,17.53,1.1,62.75,0.0,14.895121857853772,257.48852610030707
94,1982,11,Tamil Nadu,Kanyakumari,46.0,99.0,2152.17,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.8,1.5,833.33,17.89,1.5,83.85,0.0,14.895121857853772,257.48852610030707
94,1983,11,Tamil Nadu,Kanyakumari,39.0,74.9,1920.51,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,2.0,1.9,950.0,18.24,1.9,104.17,0.0,14.895121857853772,257.48852610030707
94,1984,11,Tamil Nadu,Kanyakumari,46.0,95.0,2065.22,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.2,1.2,1000.0,18.49,1.3,70.31,0.0,14.895121857853772,257.48852610030707
94,1985,11,Tamil Nadu,Kanyakumari,44.2,117.9,2667.42,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.2,1.2,1000.0,18.82,1.2,63.76,0.0,14.895121857853772,257.48852610030707
94,1986,11,Tamil Nadu,Kanyakumari,30.0,49.0,1633.33,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.2,0.2,1000.0,18.48,0.2,10.82,0.0,14.895121857853772,257.48852610030707
94,1987,11,Tamil Nadu,Kanyakumari,33.0,45.0,1363.64,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.1,0.1,1000.0,18.43,0.1,5.43,0.0,14.895121857853772,257.48852610030707
94,1988,11,Tamil Nadu,Kanyakumari,45.5,154.4,3393.41,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,1.1,0.9,818.18,18.94,0.9,47.52,0.0,14.895121857853772,257.48852610030707
94,1989,11,Tamil Nadu,Kanyakumari,43.9,144.1,3282.46,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.9,0.9,1000.0,19.41,0.9,46.37,0.0,14.895121857853772,257.48852610030707
94,1990,11,Tamil Nadu,Kanyakumari,41.23,127.82,3100.17,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.5,0.57,1140.0,19.21,0.58,30.19,0.0,14.895121857853772,257.48852610030707
94,1991,11,Tamil Nadu,Kanyakumari,40.57,143.22,3530.19,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.46,0.56,1217.39,19.18,0.56,29.2,0.0,14.895121857853772,257.48852610030707
94,1992,11,Tamil Nadu,Kanyakumari,38.79,118.92,3065.74,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.34,0.39,1147.06,19.27,0.39,20.24,0.0,14.895121857853772,257.48852610030707
94,1993,11,Tamil Nadu,Kanyakumari,42.0,142.0,3380.95,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
94,1994,11,Tamil Nadu,Kanyakumari,37.57,151.65,4036.47,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.25,0.31,1240.0,20.15,0.31,15.38,0.0,14.895121857853772,257.48852610030707
94,1995,11,Tamil Nadu,Kanyakumari,36.02,148.73,4129.09,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.14,0.2,1428.57,21.06,0.2,9.5,0.0,14.895121857853772,257.48852610030707
94,1996,11,Tamil Nadu,Kanyakumari,33.66,138.93,4127.45,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.17,0.24,1411.76,21.45,0.24,11.19,0.0,14.895121857853772,257.48852610030707
94,1997,11,Tamil Nadu,Kanyakumari,31.24,118.64,3797.7,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.14,0.17,1214.29,21.51,0.17,7.9,0.0,14.895121857853772,257.48852610030707
94,1998,11,Tamil Nadu,Kanyakumari,32.0,152.8,4775.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.06,0.1,1666.67,21.76,0.1,4.6,0.0,14.895121857853772,257.48852610030707
94,1999,11,Tamil Nadu,Kanyakumari,31.48,149.48,4748.41,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.06,0.09,1500.0,21.91,0.09,4.11,0.0,14.895121857853772,257.48852610030707
94,2000,11,Tamil Nadu,Kanyakumari,28.59,135.0,4721.93,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.05,0.07,1400.0,22.59,0.07,3.1,0.0,14.895121857853772,257.48852610030707
94,2001,11,Tamil Nadu,Kanyakumari,28.23,121.39,4300.04,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.06,0.09,1500.0,22.83,0.09,3.94,0.0,14.895121857853772,257.48852610030707
94,2002,11,Tamil Nadu,Kanyakumari,26.05,98.47,3780.04,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.04,0.04,1000.0,22.89,0.05,2.18,0.0,14.895121857853772,257.48852610030707
94,2003,11,Tamil Nadu,Kanyakumari,17.32,52.9,3054.27,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.09,0.11,1222.22,23.99,0.11,4.59,0.0,14.895121857853772,257.48852610030707
94,2004,11,Tamil Nadu,Kanyakumari,22.02,86.49,3927.79,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.04,0.05,1250.0,24.18,0.05,2.07,0.0,14.895121857853772,257.48852610030707
94,2005,11,Tamil Nadu,Kanyakumari,21.71,82.52,3801.01,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.02,0.03,1500.0,24.57,0.06,2.44,0.0,14.895121857853772,257.48852610030707
94,2006,11,Tamil Nadu,Kanyakumari,21.41,94.13,4396.54,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.01,0.02,2000.0,24.67,0.02,0.81,0.01,14.895121857853772,257.48852610030707
94,2007,11,Tamil Nadu,Kanyakumari,20.35,90.21,4432.92,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.04,0.06,1500.0,25.11,0.06,2.39,0.01,14.895121857853772,257.48852610030707
94,2008,11,Tamil Nadu,Kanyakumari,18.19,83.66,4599.23,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.02,0.03,1500.0,25.29,0.03,1.19,0.0,14.895121857853772,257.48852610030707
94,2009,11,Tamil Nadu,Kanyakumari,17.31,76.24,4404.39,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.02,0.03,1500.0,25.14,64.26833489388265,748.5672913250567,0.01,14.895121857853772,257.48852610030707
94,2010,11,Tamil Nadu,Kanyakumari,16.99,80.39,4731.61,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.01,0.01,1000.0,25.09,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
94,2011,11,Tamil Nadu,Kanyakumari,16.62,90.11,5421.78,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.02,0.03,1500.0,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
94,2012,11,Tamil Nadu,Kanyakumari,12.41,57.88,4663.98,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.03,0.06,2000.0,24.66,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
94,2013,11,Tamil Nadu,Kanyakumari,13.62,66.7,4897.21,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.03,0.08,2666.67,0.03,0.08,2666.67,0.0,14.895121857853772,257.48852610030707
94,2014,11,Tamil Nadu,Kanyakumari,13.18,66.94,5078.91,0.0,213.9029616420409,1753.5035686217434,0.02,0.18,9000.0,0.01,0.04,4000.0,0.02,0.04,2000.0,0.0,14.895121857853772,257.48852610030707
94,2015,11,Tamil Nadu,Kanyakumari,12.96,55.79,4304.78,0.0,213.9029616420409,1753.5035686217434,0.05,0.37,7400.0,0.01,0.04,4000.0,0.0,0.04,748.5672913250567,0.0,14.895121857853772,257.48852610030707
94,2016,11,Tamil Nadu,Kanyakumari,12.16,48.67,4003.78,0.0,213.9029616420409,1753.5035686217434,0.05,0.14,2872.34,0.03,0.06,1933.33,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
94,2017,11,Tamil Nadu,Kanyakumari,9.63,33.03,3431.03,0.0,213.9029616420409,1753.5035686217434,0.0,0.04,7200.0,0.01,0.03,3400.0,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1966,7,Maharashtra,Bombay,2.0,3.0,1500.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.4,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1967,7,Maharashtra,Bombay,2.0,3.0,1500.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.4,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1968,7,Maharashtra,Bombay,1.3,2.0,1538.46,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1969,7,Maharashtra,Bombay,1.4,2.0,1428.57,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1970,7,Maharashtra,Bombay,1.2,2.1,1750.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1971,7,Maharashtra,Bombay,1.5,2.3,1533.33,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1972,7,Maharashtra,Bombay,1.1,0.8,727.27,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1973,7,Maharashtra,Bombay,1.1,2.1,1909.09,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.1,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1974,7,Maharashtra,Bombay,1.1,1.8,1636.36,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1975,7,Maharashtra,Bombay,1.1,1.6,1454.55,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1976,7,Maharashtra,Bombay,1.2,1.7,1416.67,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.1,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1977,7,Maharashtra,Bombay,1.2,2.2,1833.33,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.1,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1978,7,Maharashtra,Bombay,1.1,2.0,1818.18,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1979,7,Maharashtra,Bombay,1.0,1.3,1300.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1980,7,Maharashtra,Bombay,1.0,1.6,1600.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1981,7,Maharashtra,Bombay,0.9,0.8,888.89,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1982,7,Maharashtra,Bombay,0.9,1.5,1666.67,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1983,7,Maharashtra,Bombay,0.6,1.0,1666.67,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1984,7,Maharashtra,Bombay,0.5,0.7,1400.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1985,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1986,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1987,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1988,7,Maharashtra,Bombay,0.3,0.5,1666.67,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1989,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1990,7,Maharashtra,Bombay,0.3,0.6,2000.0,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.2,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1991,7,Maharashtra,Bombay,0.3,0.5,1666.67,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1992,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1993,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1994,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1995,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1996,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1997,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1998,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,1999,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,2000,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,2001,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,2002,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,2003,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,2004,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,2005,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
95,2006,7,Maharashtra,Bombay,0.0,242.26640712570057,1602.557209799079,0.0,213.9029616420409,1753.5035686217434,0.0,41.030672399210594,1607.0311516179174,0.0,29.439497641314244,1026.3071195020748,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
