dist_code,year,state_code,state_name,dist_name,rice_area_1000_ha,rice_production_1000_tons,rice_yield_kg_per_ha,wheat_area_1000_ha,wheat_production_1000_tons,wheat_yield_kg_per_ha,maize_area_1000_ha,maize_production_1000_tons,maize_yield_kg_per_ha,groundnut_area_1000_ha,groundnut_production_1000_tons,groundnut_yield_kg_per_ha,oilseeds_area_1000_ha,oilseeds_production_1000_tons,oilseeds_yield_kg_per_ha,cotton_area_1000_ha,cotton_production_1000_tons,cotton_yield_kg_per_ha
1,1966,14,Chhattisgarh,Durg,548.0,185.0,337.59,44.0,20.0,454.55,3.0,2.0,666.67,0.2,0.1,500.0,50.7,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
1,1967,14,Chhattisgarh,Durg,547.0,409.0,747.71,50.0,26.0,520.0,3.0,3.0,1000.0,0.1,0.1,1000.0,113.55,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
1,1968,14,Chhattisgarh,Durg,556.3,468.0,841.27,53.7,30.0,558.66,2.8,2.0,714.29,0.1,0.1,1000.0,126.62,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
1,1969,14,Chhattisgarh,Durg,563.4,400.8,711.4,49.4,26.5,536.44,2.7,2.3,851.85,0.1,0.1,1000.0,114.14,14.9,130.54,0.0,14.895121857853772,257.48852610030707
1,1970,14,Chhattisgarh,Durg,571.6,473.6,828.55,44.2,29.0,656.11,2.5,3.3,1320.0,0.1,0.1,1000.0,126.4,24.3,192.25,0.0,14.895121857853772,257.48852610030707
1,1971,14,Chhattisgarh,Durg,581.8,412.9,709.69,44.4,25.8,581.08,2.7,3.1,1148.15,0.1,29.439497641314244,1026.3071195020748,124.2,20.2,162.64,0.0,14.895121857853772,257.48852610030707
1,1972,14,Chhattisgarh,Durg,582.2,381.0,654.41,39.6,20.6,520.2,2.8,3.2,1142.86,0.1,29.439497641314244,1026.3071195020748,123.8,25.4,205.17,0.0,14.895121857853772,257.48852610030707
1,1973,14,Chhattisgarh,Durg,600.0,471.9,786.5,37.3,18.6,498.66,2.9,2.7,931.03,0.1,29.439497641314244,1026.3071195020748,130.2,30.3,232.72,0.0,14.895121857853772,257.48852610030707
1,1974,14,Chhattisgarh,Durg,587.4,219.0,372.83,36.5,22.4,613.7,2.9,2.9,1000.0,0.0,29.439497641314244,1026.3071195020748,96.8,23.9,246.9,0.0,14.895121857853772,257.48852610030707
1,1975,14,Chhattisgarh,Durg,598.3,454.0,758.82,49.2,27.8,565.04,2.9,2.9,1000.0,0.0,29.439497641314244,1026.3071195020748,131.5,30.8,234.22,0.0,14.895121857853772,257.48852610030707
1,1976,14,Chhattisgarh,Durg,593.6,327.1,551.04,46.9,10.0,213.22,3.0,2.0,666.67,0.1,29.439497641314244,1026.3071195020748,105.7,7.1,67.17,0.0,14.895121857853772,257.48852610030707
1,1977,14,Chhattisgarh,Durg,600.7,572.4,952.89,53.1,27.1,510.36,3.4,2.8,823.53,0.1,29.439497641314244,1026.3071195020748,128.6,24.5,190.51,0.0,14.895121857853772,257.48852610030707
1,1978,14,Chhattisgarh,Durg,612.5,362.2,591.35,48.7,25.6,525.67,3.4,2.9,852.94,0.1,0.1,1000.0,145.6,17.5,120.19,0.0,14.895121857853772,257.48852610030707
1,1979,14,Chhattisgarh,Durg,616.8,330.6,535.99,44.6,17.8,399.1,3.0,3.6,1200.0,0.1,0.2,2000.0,102.8,5.4,52.53,0.0,14.895121857853772,257.48852610030707
1,1980,14,Chhattisgarh,Durg,634.9,515.6,812.1,44.1,33.6,761.9,3.0,2.8,933.33,0.1,0.2,2000.0,113.4,19.8,174.6,0.0,14.895121857853772,257.48852610030707
1,1981,14,Chhattisgarh,Durg,630.0,506.9,804.6,41.5,23.6,568.67,3.0,3.0,1000.0,0.1,0.1,1000.0,117.1,15.8,134.93,0.0,14.895121857853772,257.48852610030707
1,1982,14,Chhattisgarh,Durg,627.9,513.3,817.49,41.1,23.9,581.51,3.0,3.1,1033.33,0.1,0.1,1000.0,117.9,15.9,134.86,0.0,14.895121857853772,257.48852610030707
1,1983,14,Chhattisgarh,Durg,626.7,711.0,1134.51,39.9,20.6,516.29,3.0,3.7,1233.33,0.1,0.1,1000.0,119.8,22.4,186.98,0.0,14.895121857853772,257.48852610030707
1,1984,14,Chhattisgarh,Durg,632.2,563.8,891.81,40.5,19.9,491.36,3.6,4.1,1138.89,0.2,0.2,1000.0,120.3,18.1,150.46,0.0,14.895121857853772,257.48852610030707
1,1985,14,Chhattisgarh,Durg,630.8,699.8,1109.38,39.4,21.0,532.99,3.8,3.0,789.47,0.3,0.3,1000.0,120.3,19.0,157.94,0.0,14.895121857853772,257.48852610030707
1,1986,14,Chhattisgarh,Durg,643.0,525.0,816.49,37.0,24.0,648.65,4.0,3.0,750.0,1.0,1.0,1000.0,97.8,18.6,190.18,0.0,14.895121857853772,257.48852610030707
1,1987,14,Chhattisgarh,Durg,648.0,523.0,807.1,43.0,23.0,534.88,4.0,3.0,750.0,1.0,1.0,1000.0,93.2,22.4,240.34,0.0,14.895121857853772,257.48852610030707
1,1988,14,Chhattisgarh,Durg,652.7,549.7,842.19,43.7,20.2,462.24,3.8,4.0,1052.63,1.3,1.3,1000.0,86.1,15.0,174.22,0.0,14.895121857853772,257.48852610030707
1,1989,14,Chhattisgarh,Durg,660.2,457.3,692.67,43.8,22.7,518.26,3.7,4.8,1297.3,3.3,2.8,848.48,74.4,17.0,228.49,0.0,14.895121857853772,257.48852610030707
1,1990,14,Chhattisgarh,Durg,682.9,806.8,1181.43,36.2,24.8,685.08,4.0,3.8,950.0,3.4,2.9,852.94,84.0,19.6,233.33,0.0,14.895121857853772,257.48852610030707
1,1991,14,Chhattisgarh,Durg,680.8,773.6,1136.31,34.8,21.6,620.69,3.8,3.5,921.05,2.6,2.7,1038.46,86.4,26.0,300.93,0.0,14.895121857853772,257.48852610030707
1,1992,14,Chhattisgarh,Durg,688.0,777.3,1129.8,56.1,20.5,365.42,4.4,6.0,1363.64,1.6,2.3,1437.5,90.8,28.2,310.57,0.02,14.895121857853772,257.48852610030707
1,1993,14,Chhattisgarh,Durg,703.6,876.7,1246.02,33.8,23.8,704.14,3.8,4.2,1105.26,2.5,2.6,1040.0,124.2,48.4,389.69,0.03,14.895121857853772,257.48852610030707
1,1994,14,Chhattisgarh,Durg,726.8,967.9,1331.73,36.5,29.4,805.48,4.8,4.3,895.83,1.2,1.2,1000.0,117.0,40.0,341.88,0.0,14.895121857853772,257.48852610030707
1,1995,14,Chhattisgarh,Durg,723.3,1052.0,1454.44,37.1,26.5,714.29,4.2,5.6,1333.33,0.9,1.0,1111.11,121.9,40.0,328.14,0.0,14.895121857853772,257.48852610030707
1,1996,14,Chhattisgarh,Durg,710.9,917.2,1290.2,36.2,29.1,803.87,3.2,4.1,1281.25,0.8,0.8,1000.0,136.3,57.6,422.6,0.0,14.895121857853772,257.48852610030707
1,1997,14,Chhattisgarh,Durg,735.7,837.5,1138.37,35.6,18.3,514.04,3.5,3.2,914.29,1.4,1.4,1000.0,149.44,62.4,417.56,0.0,14.895121857853772,257.48852610030707
1,1998,14,Chhattisgarh,Durg,786.51,684.62,870.45,39.96,24.84,621.62,5.61,5.68,1012.65,1.38,1.38,1000.0,151.86,47.57,313.25,0.0,14.895121857853772,257.48852610030707
1,1999,14,Chhattisgarh,Durg,769.79,963.04,1251.04,0.0,213.9029616420409,1753.5035686217434,3.81,4.98,1307.44,1.38,1.38,1000.0,108.14,35.93,332.25,0.0,14.895121857853772,257.48852610030707
1,2000,14,Chhattisgarh,Durg,748.76,467.89,624.89,29.9,17.59,588.19,3.94,3.12,792.52,1.29,1.15,894.94,61.92,17.34,280.03,0.0,14.895121857853772,257.48852610030707
1,2001,14,Chhattisgarh,Durg,756.26,978.69,1294.13,34.33,24.11,702.43,3.9,2.62,672.21,1.2,1.71,1423.7,68.51,22.84,333.41,0.01,14.895121857853772,257.48852610030707
1,2002,14,Chhattisgarh,Durg,753.41,484.9,643.6,33.25,25.09,754.44,3.71,4.76,1284.3,1.25,1.67,1338.07,61.3,22.07,359.97,0.02,0.01,500.0
1,2003,14,Chhattisgarh,Durg,766.58,1145.82,1494.73,37.99,29.58,778.78,3.4,3.35,983.49,0.96,1.33,1384.66,61.47,22.11,359.67,0.07,0.05,714.29
1,2004,14,Chhattisgarh,Durg,775.99,984.31,1268.46,36.43,23.19,636.48,3.26,3.87,1186.04,0.7,1.08,1526.54,67.23,31.95,475.24,0.41,0.21,512.2
1,2005,14,Chhattisgarh,Durg,775.99,984.31,1268.46,36.43,23.19,636.48,3.26,3.87,1186.04,0.7,1.08,1526.54,73.67,38.16,517.97,0.0,14.895121857853772,257.48852610030707
1,2006,14,Chhattisgarh,Durg,781.7,1177.1,1505.81,36.81,26.62,723.16,5.28,5.03,953.14,0.71,1.04,1465.31,88.02,49.86,566.49,0.19,0.05,263.16
1,2007,14,Chhattisgarh,Durg,799.89,1095.84,1369.98,37.32,34.38,921.03,3.3,3.82,1157.23,0.56,0.87,1551.07,96.56,82.96,859.2,0.04,0.01,250.0
1,2008,14,Chhattisgarh,Durg,803.37,704.09,876.42,36.46,31.19,855.47,3.4,3.35,984.92,0.46,0.72,1567.28,94.77,73.18,772.2,0.01,0.01,1000.0
1,2009,14,Chhattisgarh,Durg,789.04,622.05,788.37,42.44,38.12,898.09,3.25,3.4,1045.97,0.56,1.02,1814.16,94.84,72.74,767.05,0.01,14.895121857853772,257.48852610030707
1,2010,14,Chhattisgarh,Durg,777.92,1319.18,1695.77,46.12,45.87,994.69,3.17,4.63,1457.32,0.51,0.96,1861.6,114.35,112.83,986.66,0.0,14.895121857853772,257.48852610030707
1,2011,14,Chhattisgarh,Durg,806.55,1416.48,1756.23,44.98,50.19,1115.68,3.63,4.67,1285.56,0.54,0.84,1561.11,106.25,78.18,735.8,0.08,0.02,250.0
1,2012,14,Chhattisgarh,Durg,807.07,1534.22,1900.97,43.87,47.69,1087.1,3.12,4.8,1538.56,0.48,0.72,1502.72,104.27,109.66,1051.69,0.13,0.02,153.85
1,2013,14,Chhattisgarh,Durg,819.44,1296.24,1581.86,41.54,43.33,1043.06,3.64,6.34,1742.2,0.49,0.9,1817.44,108.22,99.31,917.64,0.05,0.01,200.0
1,2014,14,Chhattisgarh,Durg,834.87,1444.24,1729.89,44.25,50.96,1151.49,4.02,5.84,1451.66,0.43,0.7,1627.06,99.93,46.2,462.3,0.05,0.02,400.0
1,2015,14,Chhattisgarh,Durg,817.68,880.6,1076.95,48.72,54.6,1120.74,9.87,14.47,1467.17,0.44,0.75,1687.82,113.88,37.19,326.61,0.05,0.01,200.0
1,2016,14,Chhattisgarh,Durg,858.91,1791.66,2085.96,48.94,61.84,1263.55,7.95,16.12,2028.48,0.35,0.7,2020.21,0.0,64.26833489388265,748.5672913250567,0.06,0.02,317.81
1,2017,14,Chhattisgarh,Durg,841.13,983.21,1168.92,43.5,50.19,1153.77,9.25,18.09,1956.03,0.45,0.77,1722.94,0.0,64.26833489388265,748.5672913250567,0.45,0.13,297.85
2,1966,14,Chhattisgarh,Bastar,406.0,261.0,642.86,2.0,1.0,500.0,23.0,31.0,1347.83,0.0,29.439497641314244,1026.3071195020748,33.98,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
2,1967,14,Chhattisgarh,Bastar,414.0,319.0,770.53,2.0,1.0,500.0,24.0,34.0,1416.67,0.0,29.439497641314244,1026.3071195020748,35.69,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
2,1968,14,Chhattisgarh,Bastar,423.2,294.0,694.71,2.3,1.0,434.78,24.7,24.0,971.66,0.0,29.439497641314244,1026.3071195020748,37.22,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
2,1969,14,Chhattisgarh,Bastar,429.1,329.0,766.72,2.3,1.5,652.17,25.1,25.0,996.02,0.0,29.439497641314244,1026.3071195020748,38.09,10.3,270.41,0.0,14.895121857853772,257.48852610030707
2,1970,14,Chhattisgarh,Bastar,437.7,316.8,723.78,2.4,1.9,791.67,25.4,36.1,1421.26,0.0,29.439497641314244,1026.3071195020748,40.3,9.7,240.69,0.0,14.895121857853772,257.48852610030707
2,1971,14,Chhattisgarh,Bastar,445.6,366.6,822.71,2.5,1.5,600.0,26.8,35.1,1309.7,0.0,29.439497641314244,1026.3071195020748,42.5,12.6,296.47,0.0,14.895121857853772,257.48852610030707
2,1972,14,Chhattisgarh,Bastar,443.1,285.8,645.0,2.7,1.7,629.63,26.8,37.1,1384.33,0.0,29.439497641314244,1026.3071195020748,43.1,14.1,327.15,0.0,14.895121857853772,257.48852610030707
2,1973,14,Chhattisgarh,Bastar,450.5,364.3,808.66,2.6,1.9,730.77,27.4,39.4,1437.96,0.0,29.439497641314244,1026.3071195020748,49.2,16.8,341.46,0.0,14.895121857853772,257.48852610030707
2,1974,14,Chhattisgarh,Bastar,451.6,302.9,670.73,2.4,2.0,833.33,28.2,34.6,1226.95,0.0,29.439497641314244,1026.3071195020748,50.2,15.9,316.73,0.0,14.895121857853772,257.48852610030707
2,1975,14,Chhattisgarh,Bastar,458.3,407.9,890.03,3.7,2.9,783.78,29.4,34.8,1183.67,0.0,29.439497641314244,1026.3071195020748,53.3,17.8,333.96,0.0,14.895121857853772,257.48852610030707
2,1976,14,Chhattisgarh,Bastar,459.6,296.1,644.26,3.3,2.2,666.67,28.7,32.6,1135.89,0.0,29.439497641314244,1026.3071195020748,37.3,5.2,139.41,0.0,14.895121857853772,257.48852610030707
2,1977,14,Chhattisgarh,Bastar,473.4,430.4,909.17,3.3,2.6,787.88,29.3,29.2,996.59,0.0,29.439497641314244,1026.3071195020748,44.2,10.6,239.82,0.0,14.895121857853772,257.48852610030707
2,1978,14,Chhattisgarh,Bastar,490.4,402.2,820.15,3.0,2.8,933.33,27.6,30.2,1094.2,0.0,29.439497641314244,1026.3071195020748,44.8,11.8,263.39,0.0,14.895121857853772,257.48852610030707
2,1979,14,Chhattisgarh,Bastar,497.5,309.2,621.51,3.0,2.4,800.0,27.0,39.4,1459.26,0.0,29.439497641314244,1026.3071195020748,41.3,8.8,213.08,0.0,14.895121857853772,257.48852610030707
2,1980,14,Chhattisgarh,Bastar,519.4,391.8,754.33,2.9,3.1,1068.97,28.0,30.3,1082.14,0.0,29.439497641314244,1026.3071195020748,37.5,9.8,261.33,0.0,14.895121857853772,257.48852610030707
2,1981,14,Chhattisgarh,Bastar,523.5,389.3,743.65,3.0,3.3,1100.0,27.0,29.4,1088.89,0.0,29.439497641314244,1026.3071195020748,38.6,11.0,284.97,0.0,14.895121857853772,257.48852610030707
2,1982,14,Chhattisgarh,Bastar,527.7,372.4,705.7,3.2,3.9,1218.75,28.0,36.7,1310.71,0.0,29.439497641314244,1026.3071195020748,41.7,11.7,280.58,0.0,14.895121857853772,257.48852610030707
2,1983,14,Chhattisgarh,Bastar,538.0,408.0,758.36,2.9,2.7,931.03,29.0,39.0,1344.83,0.0,29.439497641314244,1026.3071195020748,43.5,13.5,310.34,0.0,14.895121857853772,257.48852610030707
2,1984,14,Chhattisgarh,Bastar,533.4,395.6,741.66,2.8,3.0,1071.43,28.8,42.8,1486.11,0.0,29.439497641314244,1026.3071195020748,43.7,12.5,286.04,0.0,14.895121857853772,257.48852610030707
2,1985,14,Chhattisgarh,Bastar,555.4,834.3,1502.16,2.6,2.6,1000.0,28.7,32.4,1128.92,0.0,29.439497641314244,1026.3071195020748,45.4,12.3,270.93,0.0,14.895121857853772,257.48852610030707
2,1986,14,Chhattisgarh,Bastar,556.0,403.0,724.82,3.0,3.0,1000.0,28.0,34.0,1214.29,0.0,29.439497641314244,1026.3071195020748,44.1,11.1,251.7,0.0,14.895121857853772,257.48852610030707
2,1987,14,Chhattisgarh,Bastar,555.0,382.0,688.29,3.0,2.0,666.67,28.0,34.0,1214.29,0.0,29.439497641314244,1026.3071195020748,45.0,14.5,322.22,0.0,14.895121857853772,257.48852610030707
2,1988,14,Chhattisgarh,Bastar,572.8,553.2,965.78,2.8,3.0,1071.43,28.6,40.9,1430.07,0.1,0.1,1000.0,44.9,14.8,329.62,0.0,14.895121857853772,257.48852610030707
2,1989,14,Chhattisgarh,Bastar,571.7,544.7,952.77,2.6,2.7,1038.46,28.4,54.7,1926.06,0.1,29.439497641314244,1026.3071195020748,44.2,14.0,316.74,0.0,14.895121857853772,257.48852610030707
2,1990,14,Chhattisgarh,Bastar,579.0,561.9,970.47,2.0,2.4,1200.0,27.5,40.6,1476.36,0.1,29.439497641314244,1026.3071195020748,43.7,15.0,343.25,0.0,14.895121857853772,257.48852610030707
2,1991,14,Chhattisgarh,Bastar,582.3,624.3,1072.13,2.2,3.0,1363.64,27.5,40.8,1483.64,0.0,29.439497641314244,1026.3071195020748,43.6,16.1,369.27,0.0,14.895121857853772,257.48852610030707
2,1992,14,Chhattisgarh,Bastar,584.4,533.3,912.56,1.6,2.0,1250.0,27.5,46.3,1683.64,0.0,29.439497641314244,1026.3071195020748,40.6,11.7,288.18,0.0,14.895121857853772,257.48852610030707
2,1993,14,Chhattisgarh,Bastar,605.3,603.7,997.36,1.8,2.6,1444.44,27.2,43.9,1613.97,0.1,0.1,1000.0,42.2,12.6,298.58,0.0,14.895121857853772,257.48852610030707
2,1994,14,Chhattisgarh,Bastar,609.9,604.0,990.33,1.6,2.4,1500.0,25.5,32.2,1262.75,0.1,0.1,1000.0,41.8,13.1,313.4,0.0,14.895121857853772,257.48852610030707
2,1995,14,Chhattisgarh,Bastar,619.0,589.1,951.7,1.6,2.5,1562.5,24.7,41.6,1684.21,0.1,0.1,1000.0,41.5,13.4,322.89,0.0,14.895121857853772,257.48852610030707
2,1996,14,Chhattisgarh,Bastar,644.1,670.5,1040.99,2.0,3.3,1650.0,24.4,38.7,1586.07,0.1,0.1,1000.0,55.6,20.1,361.51,0.0,14.895121857853772,257.48852610030707
2,1997,14,Chhattisgarh,Bastar,622.8,455.0,730.57,1.4,2.2,1571.43,24.5,34.1,1391.84,0.1,0.1,1000.0,39.17,11.6,296.15,0.0,14.895121857853772,257.48852610030707
2,1998,14,Chhattisgarh,Bastar,627.1,569.8,908.63,2.4,3.8,1583.33,37.1,56.8,1531.0,0.3,0.3,1000.0,52.3,16.7,319.31,0.1,14.895121857853772,257.48852610030707
2,1999,14,Chhattisgarh,Bastar,628.47,676.2,1075.95,0.0,213.9029616420409,1753.5035686217434,25.0,46.6,1864.0,0.0,29.439497641314244,1026.3071195020748,9.1,3.62,397.8,0.1,14.895121857853772,257.48852610030707
2,2000,14,Chhattisgarh,Bastar,628.03,523.9,834.2,1.7,2.75,1617.65,24.71,38.35,1552.0,0.08,0.07,875.0,15.17,4.48,295.32,0.06,0.01,166.67
2,2001,14,Chhattisgarh,Bastar,633.99,922.15,1454.52,2.5,3.88,1552.0,25.06,23.68,944.93,0.05,0.06,1200.0,15.21,5.45,358.32,0.09,0.02,222.22
2,2002,14,Chhattisgarh,Bastar,623.9,331.38,531.14,2.09,3.76,1799.04,25.26,35.99,1424.78,0.06,0.1,1666.67,11.32,2.95,260.6,0.07,0.01,142.86
2,2003,14,Chhattisgarh,Bastar,632.58,1042.75,1648.41,2.42,3.83,1582.64,29.48,45.98,1559.7,0.06,0.04,666.67,27.13,5.68,209.36,0.01,14.895121857853772,257.48852610030707
2,2004,14,Chhattisgarh,Bastar,635.47,788.65,1241.05,2.17,3.21,1479.26,30.19,49.74,1647.57,0.03,0.04,1333.33,29.42,8.9,302.52,0.0,14.895121857853772,257.48852610030707
2,2005,14,Chhattisgarh,Bastar,635.47,788.65,1241.05,2.17,3.21,1479.26,30.19,49.74,1647.57,0.03,0.04,1333.33,29.0,8.39,289.31,0.0,14.895121857853772,257.48852610030707
2,2006,14,Chhattisgarh,Bastar,546.54,836.54,1530.61,1.92,3.2,1666.67,31.15,41.19,1322.31,0.05,0.04,800.0,28.87,7.0,242.47,0.0,14.895121857853772,257.48852610030707
2,2007,14,Chhattisgarh,Bastar,626.07,927.73,1481.83,1.68,3.31,1970.24,32.66,59.39,1818.43,0.04,0.06,1500.0,11.56,4.9,423.88,0.0,14.895121857853772,257.48852610030707
2,2008,14,Chhattisgarh,Bastar,627.78,729.33,1161.76,1.71,2.6,1520.47,33.41,53.87,1612.39,0.05,0.07,1400.0,10.82,3.73,344.73,0.0,14.895121857853772,257.48852610030707
2,2009,14,Chhattisgarh,Bastar,626.66,682.46,1089.04,1.64,2.95,1798.78,34.77,61.36,1764.74,0.02,0.03,1500.0,10.51,4.76,452.9,0.0,14.895121857853772,257.48852610030707
2,2010,14,Chhattisgarh,Bastar,621.89,1184.98,1905.45,1.6,3.2,2000.0,35.7,72.3,2025.21,0.0,29.439497641314244,1026.3071195020748,24.23,7.35,303.34,0.0,14.895121857853772,257.48852610030707
2,2011,14,Chhattisgarh,Bastar,627.73,772.88,1231.23,1.33,2.49,1872.18,40.16,82.85,2063.0,0.01,0.01,1000.0,22.57,7.5,332.3,0.0,14.895121857853772,257.48852610030707
2,2012,14,Chhattisgarh,Bastar,637.8,1341.33,2103.06,1.25,2.47,1976.0,41.04,84.27,2053.36,0.02,0.03,1500.0,21.95,7.1,323.46,0.0,14.895121857853772,257.48852610030707
2,2013,14,Chhattisgarh,Bastar,642.79,1265.91,1969.4,0.97,1.75,1804.12,42.38,99.48,2347.33,0.03,0.05,1666.67,20.29,6.67,328.73,0.0,14.895121857853772,257.48852610030707
2,2014,14,Chhattisgarh,Bastar,646.7,1377.04,2129.33,0.81,1.86,2296.3,43.1,86.93,2016.94,0.03,0.04,1333.33,21.21,7.06,332.86,0.0,14.895121857853772,257.48852610030707
2,2015,14,Chhattisgarh,Bastar,644.56,664.46,1030.87,0.84,1.75,2083.33,41.36,88.98,2151.35,0.06,0.09,1500.0,19.05,5.54,290.81,0.0,14.895121857853772,257.48852610030707
2,2016,14,Chhattisgarh,Bastar,656.26,1294.97,1973.24,0.67,1.53,2265.58,41.5,123.66,2979.5,0.07,0.12,1811.59,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
2,2017,14,Chhattisgarh,Bastar,660.36,801.82,1214.23,1.24,2.22,1783.13,41.94,120.22,2866.36,0.06,0.08,1410.71,0.0,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
3,1966,14,Chhattisgarh,Raipur,717.0,469.0,654.11,6.0,2.0,333.33,1.0,1.0,1000.0,11.0,5.0,454.55,39.95,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
3,1967,14,Chhattisgarh,Raipur,726.0,625.0,860.88,9.0,4.0,444.44,1.0,1.0,1000.0,11.4,9.8,859.65,71.61,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
3,1968,14,Chhattisgarh,Raipur,731.5,630.0,861.24,9.5,4.0,421.05,1.0,1.0,1000.0,11.5,6.0,521.74,82.73,64.26833489388265,748.5672913250567,0.0,14.895121857853772,257.48852610030707
3,1969,14,Chhattisgarh,Raipur,735.2,671.2,912.95,7.6,3.4,447.37,1.0,0.7,700.0,10.5,6.9,657.14,71.31,11.3,158.46,0.0,14.895121857853772,257.48852610030707
3,1970,14,Chhattisgarh,Raipur,743.0,898.5,1209.29,7.9,4.8,607.59,1.0,1.4,1400.0,10.1,7.8,772.28,79.1,17.0,214.92,0.0,14.895121857853772,257.48852610030707
3,1971,14,Chhattisgarh,Raipur,753.2,699.8,929.1,7.9,4.9,620.25,0.9,1.1,1222.22,9.6,5.9,614.58,78.4,15.6,198.98,0.0,14.895121857853772,257.48852610030707
3,1972,14,Chhattisgarh,Raipur,762.1,687.9,902.64,11.4,5.7,500.0,0.9,1.1,1222.22,8.3,6.4,771.08,78.4,12.5,159.44,0.0,14.895121857853772,257.48852610030707
3,1973,14,Chhattisgarh,Raipur,771.8,669.5,867.45,13.3,7.6,571.43,0.9,1.0,1111.11,7.8,5.4,692.31,85.1,13.9,163.34,0.0,14.895121857853772,257.48852610030707
3,1974,14,Chhattisgarh,Raipur,770.1,415.6,539.67,13.5,7.6,562.96,0.9,0.8,888.89,7.9,5.2,658.23,49.1,9.8,199.59,0.0,14.895121857853772,257.48852610030707
3,1975,14,Chhattisgarh,Raipur,774.7,685.2,884.47,27.4,12.2,445.26,1.1,1.1,1000.0,8.1,6.8,839.51,88.7,17.3,195.04,0.0,14.895121857853772,257.48852610030707
3,1976,14,Chhattisgarh,Raipur,775.2,578.6,746.39,21.2,8.4,396.23,1.0,0.9,900.0,7.5,3.1,413.33,74.3,5.9,79.41,0.0,14.895121857853772,257.48852610030707
3,1977,14,Chhattisgarh,Raipur,782.5,904.0,1155.27,27.6,17.9,648.55,1.0,0.9,900.0,6.9,4.9,710.14,86.2,13.8,160.09,0.0,14.895121857853772,257.48852610030707
3,1978,14,Chhattisgarh,Raipur,792.7,686.0,865.4,20.0,20.5,1025.0,0.9,0.8,888.89,7.0,5.4,771.43,86.7,11.0,126.87,0.0,14.895121857853772,257.48852610030707
3,1979,14,Chhattisgarh,Raipur,795.0,420.2,528.55,14.0,10.0,714.29,0.9,0.6,666.67,5.5,8.4,1527.27,50.4,4.8,95.24,0.0,14.895121857853772,257.48852610030707
3,1980,14,Chhattisgarh,Raipur,812.4,724.7,892.05,16.7,19.2,1149.7,0.8,0.6,750.0,5.1,8.2,1607.84,56.9,8.7,152.9,0.0,14.895121857853772,257.48852610030707
3,1981,14,Chhattisgarh,Raipur,799.6,791.5,989.87,17.1,17.2,1005.85,0.8,0.8,1000.0,5.2,8.0,1538.46,63.3,10.0,157.98,0.0,14.895121857853772,257.48852610030707
3,1982,14,Chhattisgarh,Raipur,798.9,617.0,772.31,16.0,17.4,1087.5,0.8,0.6,750.0,6.0,4.4,733.33,61.5,6.5,105.69,0.0,14.895121857853772,257.48852610030707
3,1983,14,Chhattisgarh,Raipur,802.5,988.8,1232.15,16.7,10.7,640.72,0.8,0.9,1125.0,5.9,6.1,1033.9,68.4,13.0,190.06,0.0,14.895121857853772,257.48852610030707
3,1984,14,Chhattisgarh,Raipur,804.0,924.3,1149.63,16.4,11.9,725.61,0.9,1.1,1222.22,4.8,3.6,750.0,61.3,11.3,184.34,0.0,14.895121857853772,257.48852610030707
3,1985,14,Chhattisgarh,Raipur,821.7,1304.3,1587.32,17.6,12.3,698.86,0.9,0.8,888.89,5.9,4.8,813.56,63.1,14.4,228.21,0.0,14.895121857853772,257.48852610030707
3,1986,14,Chhattisgarh,Raipur,818.0,809.0,989.0,18.0,20.0,1111.11,1.0,1.0,1000.0,6.0,4.0,666.67,47.7,10.2,213.84,0.0,14.895121857853772,257.48852610030707
3,1987,14,Chhattisgarh,Raipur,822.0,1012.0,1231.14,17.0,16.0,941.18,1.0,1.0,1000.0,6.0,6.0,1000.0,52.0,12.6,242.31,0.0,14.895121857853772,257.48852610030707
3,1988,14,Chhattisgarh,Raipur,827.9,850.1,1026.81,19.5,13.7,702.56,0.9,0.7,777.78,6.8,6.0,882.35,37.7,9.9,262.6,0.0,14.895121857853772,257.48852610030707
3,1989,14,Chhattisgarh,Raipur,836.1,1186.1,1418.61,16.4,13.1,798.78,0.9,0.9,1000.0,6.6,5.3,803.03,38.8,11.3,291.24,0.0,14.895121857853772,257.48852610030707
3,1990,14,Chhattisgarh,Raipur,847.3,1155.0,1363.15,17.0,18.9,1111.76,0.7,0.6,857.14,8.6,7.2,837.21,40.0,12.8,320.0,0.0,14.895121857853772,257.48852610030707
3,1991,14,Chhattisgarh,Raipur,854.1,1218.8,1427.0,15.1,13.7,907.28,1.0,0.9,900.0,9.4,8.2,872.34,38.2,13.9,363.87,0.0,14.895121857853772,257.48852610030707
